0.000000000000000000e+00 5.952380952380952051e-02
1.247774753840459779e-02 1.785714285714285476e-01
9.194129765140232960e-03 2.976190476190476164e-01
2.596720433667983399e-02 4.166666666666666297e-01
3.951968564622569957e-01 5.357142857142856984e-01
7.774596543159785489e-02 6.547619047619047672e-01
3.059799146366413147e+00 7.738095238095237249e-01
2.319015221501478763e+00 8.928571428571427937e-01
3.029275095936546869e+00 1.011904761904761862e+00
2.483025716793664905e+00 1.130952380952380931e+00
4.077207675260497766e+00 1.250000000000000000e+00
4.524299251028375046e+00 1.369047619047619069e+00
4.242434163057564156e+00 1.488095238095237915e+00
3.816799261194508297e+00 1.607142857142856984e+00
6.528254684379808381e+00 1.726190476190476053e+00
5.057727764353321831e+00 1.845238095238095122e+00
3.166522436205679192e+00 1.964285714285714191e+00
7.055779273441303623e+00 2.083333333333333037e+00
5.468242249371796149e+00 2.202380952380952106e+00
6.901419198312063408e+00 2.321428571428571175e+00
