0.000000000000000000e+00 5.952380952380952051e-02
0.000000000000000000e+00 1.785714285714285476e-01
4.597064882570116480e-03 2.976190476190476164e-01
1.416392963818900383e-02 4.166666666666666297e-01
7.946893309295385843e-02 5.357142857142856984e-01
1.465175509028816103e+00 6.547619047619047672e-01
1.699429914738459502e+00 7.738095238095237249e-01
5.746888735343367749e+00 8.928571428571427937e-01
5.300627655911291924e+00 1.011904761904761862e+00
2.951171466228088125e+00 1.130952380952380931e+00
3.900803990650334452e+00 1.250000000000000000e+00
4.633864560647716679e+00 1.369047619047619069e+00
3.759154239741744341e+00 1.488095238095237915e+00
4.394995727110305062e+00 1.607142857142856984e+00
5.119396362476207329e+00 1.726190476190476053e+00
5.326907910278904978e+00 1.845238095238095122e+00
4.539708480023628923e+00 1.964285714285714191e+00
6.238079483858443908e+00 2.083333333333333037e+00
5.233467415332496486e+00 2.202380952380952106e+00
5.515087861376436251e+00 2.321428571428571175e+00
