0.000000000000000000e+00 5.952380952380952051e-02
9.358310653803450507e-03 1.785714285714285476e-01
1.206729531674655652e-02 2.976190476190476164e-01
4.293441171576041770e-01 4.166666666666666297e-01
3.452602971538468180e-01 5.357142857142856984e-01
6.280866188802696204e-01 6.547619047619047672e-01
1.301910493160624904e+00 7.738095238095237249e-01
3.433364830251172339e+00 8.928571428571427937e-01
5.112807367359420319e+00 1.011904761904761862e+00
5.032647382280539539e+00 1.130952380952380931e+00
5.081534412173414061e+00 1.250000000000000000e+00
5.334130996098841671e+00 1.369047619047619069e+00
4.506515446780814393e+00 1.488095238095237915e+00
5.392568261286142750e+00 1.607142857142856984e+00
4.840649217090730261e+00 1.726190476190476053e+00
4.565629024358741184e+00 1.845238095238095122e+00
5.328773285419660333e+00 1.964285714285714191e+00
4.665871413683126967e+00 2.083333333333333037e+00
5.801428179168287791e+00 2.202380952380952106e+00
6.900462315832124105e+00 2.321428571428571175e+00
