0.000000000000000000e+00 2.464788732394366036e-02
0.000000000000000000e+00 7.394366197183098455e-02
0.000000000000000000e+00 1.232394366197182983e-01
9.237292676264329261e-01 1.725352112676056260e-01
5.602948016750496363e-01 2.218309859154929398e-01
5.633733445413956487e-01 2.711267605633802535e-01
4.036769634115515704e-01 3.204225352112676228e-01
7.078280482699591536e-01 3.697183098591549366e-01
7.875111267782954894e-01 4.190140845070422504e-01
1.072003153758351424e+00 4.683098591549295642e-01
1.239080951136362962e+00 5.176056338028168780e-01
9.039516888485362722e-01 5.669014084507041362e-01
6.923045577200230838e-01 6.161971830985915055e-01
1.312134626957472516e+00 6.654929577464787638e-01
8.937190457780294084e-01 7.147887323943661331e-01
9.006680653833309957e-01 7.640845070422533913e-01
1.024921151901298400e+00 8.133802816901407606e-01
1.264473796163277042e+00 8.626760563380281299e-01
1.214699489707395941e+00 9.119718309859153882e-01
1.003472767066575955e+00 9.612676056338027575e-01
8.266681035023227819e-01 1.010563380281690016e+00
1.121195545817664119e+00 1.059859154929577496e+00
1.136266054351542376e+00 1.109154929577464754e+00
1.289151437167248559e+00 1.158450704225352013e+00
1.186076586000071487e+00 1.207746478873239493e+00
9.810184738708223051e-01 1.257042253521126751e+00
9.246060870546513044e-01 1.306338028169014009e+00
1.054411107603553832e+00 1.355633802816901490e+00
1.016784472879732615e+00 1.404929577464788748e+00
1.138829763496550962e+00 1.454225352112676006e+00
1.034768740678626342e+00 1.503521126760563265e+00
8.610509632728775564e-01 1.552816901408450745e+00
8.951633262482728837e-01 1.602112676056338003e+00
1.015087107281797074e+00 1.651408450704225261e+00
1.052808210372329079e+00 1.700704225352112742e+00
9.898146331098907069e-01 1.750000000000000000e+00
8.807436174441676258e-01 1.799295774647887258e+00
1.012620967710893716e+00 1.848591549295774517e+00
1.029874006946674969e+00 1.897887323943661997e+00
8.615684645283089305e-01 1.947183098591549255e+00
9.688739310818607064e-01 1.996478873239436513e+00
9.789706734124904441e-01 2.045774647887323550e+00
9.302920240028121901e-01 2.095070422535211030e+00
8.940339018801153337e-01 2.144366197183098510e+00
1.078668876310109104e+00 2.193661971830985546e+00
9.272242986663945530e-01 2.242957746478873027e+00
1.001050832652043976e+00 2.292253521126760063e+00
1.057805793766621871e+00 2.341549295774647543e+00
8.838715997800014046e-01 2.390845070422535024e+00
1.018225854384022799e+00 2.440140845070422060e+00
1.007336968297100510e+00 2.489436619718309540e+00
1.035175804879336248e+00 2.538732394366197020e+00
1.002317191169201704e+00 2.588028169014084057e+00
1.038832367237503052e+00 2.637323943661971537e+00
9.876366959163745962e-01 2.686619718309859017e+00
9.745588675169236659e-01 2.735915492957746054e+00
9.082485797853477871e-01 2.785211267605633534e+00
1.006146890557106710e+00 2.834507042253521014e+00
1.043615237151338970e+00 2.883802816901408050e+00
9.911325424979540166e-01 2.933098591549295531e+00
9.461894911448935908e-01 2.982394366197182567e+00
9.698872384331785890e-01 3.031690140845070047e+00
1.025135334936046583e+00 3.080985915492957528e+00
9.309453059657459839e-01 3.130281690140844564e+00
1.046069182648182272e+00 3.179577464788732044e+00
1.030305132938000190e+00 3.228873239436619524e+00
1.033042220831640989e+00 3.278169014084506561e+00
1.046417868502557136e+00 3.327464788732394041e+00
9.857399345232787935e-01 3.376760563380281521e+00
9.976735054600269770e-01 3.426056338028168557e+00
