0.000000000000000000e+00 5.952380952380952051e-02
7.018732990352586146e-03 1.785714285714285476e-01
1.292924498222845255e-02 2.976190476190476164e-01
2.257376286086372127e-02 4.166666666666666297e-01
3.866056204522079209e-01 5.357142857142856984e-01
7.202299853177189792e-01 6.547619047619047672e-01
2.518840893711022488e+00 7.738095238095237249e-01
4.309875834756446089e+00 8.928571428571427937e-01
4.200145667871959532e+00 1.011904761904761862e+00
3.521306111075011014e+00 1.130952380952380931e+00
3.762613407876534755e+00 1.250000000000000000e+00
4.932542784824637039e+00 1.369047619047619069e+00
4.555891011200508878e+00 1.488095238095237915e+00
6.256180370821208037e+00 1.607142857142856984e+00
5.062842355977607234e+00 1.726190476190476053e+00
5.263163883260804532e+00 1.845238095238095122e+00
5.127979104044494640e+00 1.964285714285714191e+00
5.653073901991408690e+00 2.083333333333333037e+00
5.058066673310469774e+00 2.202380952380952106e+00
6.247189077952968184e+00 2.321428571428571175e+00
